Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
PICHINCHA;-0,25822610;-78,52603020;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;21/4/2023;ENCONTRADO;4/5/2023
PICHINCHA;-0,10138997;-78,46988352;39;MUJER;SIN_DATO;SIN_DATO;20/4/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,15560200;-78,37284560;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/4/2023;ENCONTRADO;2/5/2023
GUAYAS;-2,18368510;-79,51464410;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;4/5/2023;ENCONTRADO;18/5/2023
GUAYAS;-2,12879680;-79,60396830;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;4/5/2023;ENCONTRADO;6/5/2023
EL ORO;-3,26935304;-79,95556263;11;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;6/4/2023;ENCONTRADO;7/4/2023
GUAYAS;-2,17909130;-79,87623350;30;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;4/5/2023;ENCONTRADO;20/5/2023
PICHINCHA;-0,25000000;-78,50000000;55;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;4/5/2023;ENCONTRADO;5/5/2023
GUAYAS;-2,26153030;-79,88323280;69;HOMBRE;SIN_DATO;SIN_DATO;2/5/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,27976770;-78,51496910;28;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;5/5/2023;ENCONTRADO;19/5/2023
PICHINCHA;-0,27976770;-78,51496910;10;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;5/5/2023;ENCONTRADO;19/5/2023
PICHINCHA;-0,27976770;-78,51496910;3;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;5/5/2023;ENCONTRADO;19/5/2023
CARCHI;0,81953620;-77,71373200;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;1/5/2023;ENCONTRADO;12/7/2023
ESMERALDAS;0,61161370;-80,02065500;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;2/5/2023;ENCONTRADO;5/6/2023
GUAYAS;-2,09730520;-79,59305380;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;5/5/2023;ENCONTRADO;6/5/2023
IMBABURA;0,33923300;-78,16784390;12;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/5/2023;ENCONTRADO;12/5/2023
GUAYAS;-2,20674881;-79,92753055;49;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/9/2023;ENCONTRADO;18/9/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,21272890;-79,13695460;21;HOMBRE;FALLECIDO;NO DETERMINADA;29/4/2023;FALLECIDO;2/5/2023
CHIMBORAZO;-1,64397070;-78,68253594;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;3/5/2023;ENCONTRADO;3/5/2023
CHIMBORAZO;-1,64327766;-78,67986297;34;MUJER;PROBLEMAS SOCIALES;ALCOHOLISMO;2/5/2023;ENCONTRADO;5/5/2023
TUNGURAHUA;-1,31964074;-78,59754957;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/9/2023;ENCONTRADO;18/9/2023
ESMERALDAS;0,91509232;-79,70023081;17;MUJER;SIN_DATO;SIN_DATO;2/5/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,10818510;-78,45857230;33;HOMBRE;PROBLEMAS PSICOLÓGICOS;DEPRESION;5/5/2023;ENCONTRADO;9/5/2023
GUAYAS;-2,71068857;-80,24733570;43;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;28/4/2023;ENCONTRADO;7/5/2023
EL ORO;-3,23853845;-79,95169898;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/4/2023;ENCONTRADO;8/5/2023
EL ORO;-3,33013517;-79,81085658;29;HOMBRE;EXTRAVIADA;ACCIDENTADO;29/4/2023;ENCONTRADO;4/5/2023
LOS RIOS;-1,78459374;-79,67881827;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/5/2023;ENCONTRADO;6/5/2023
EL ORO;-3,24271745;-79,95290176;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/5/2023;ENCONTRADO;6/5/2023
PICHINCHA;-0,31549950;-78,55046910;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/5/2023;ENCONTRADO;8/5/2023
LOS RIOS;-1,43298703;-79,75603757;30;HOMBRE;FALLECIDO;ASESINATO;2/8/2023;FALLECIDO;19/9/2023
PICHINCHA;-0,11355410;-78,41633630;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/5/2023;ENCONTRADO;5/6/2023
GUAYAS;-2,18941280;-79,88906620;14;NO DETERMINADO;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/5/2023;ENCONTRADO;17/5/2023
GUAYAS;-2,18941280;-79,88906620;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/5/2023;ENCONTRADO;17/5/2023
GUAYAS;-1,82564000;-80,25513000;14;MUJER;SIN_DATO;SIN_DATO;1/1/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,11606065;-79,99900818;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/5/2023;ENCONTRADO;7/5/2023
GUAYAS;-2,07215490;-79,93451410;21;HOMBRE;FALLECIDO;NO DETERMINADA;5/5/2023;FALLECIDO;10/5/2023
GUAYAS;-2,21262260;-79,91251400;34;MUJER;SIN_DATO;SIN_DATO;17/9/2023;DESAPARECIDO;SIN_DATO
TUNGURAHUA;-1,29235964;-78,64467075;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;2/5/2023;ENCONTRADO;4/5/2023
GUAYAS;-2,19787690;-79,93289460;25;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;31/5/2023;ENCONTRADO;1/8/2023
GUAYAS;-2,20000802;-79,90228108;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/5/2023;ENCONTRADO;7/5/2023
PICHINCHA;-0,23074570;-78,44928810;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;7/5/2023;ENCONTRADO;9/5/2023
PICHINCHA;-0,25848100;-78,55300440;16;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;6/5/2023;ENCONTRADO;7/5/2023
PICHINCHA;-0,25848100;-78,55300440;18;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;6/5/2023;ENCONTRADO;7/5/2023
PICHINCHA;-0,12488722;-78,49853307;31;HOMBRE;EXTRAVIADA;HOSPITALIZADO;30/7/2023;ENCONTRADO;4/8/2023
PICHINCHA;-0,26677670;-78,53801250;24;HOMBRE;FALLECIDO;HOMICIDIO;6/5/2023;FALLECIDO;1/7/2023
PICHINCHA;-0,24335990;-78,52307450;31;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;6/5/2023;ENCONTRADO;7/5/2023
PICHINCHA;-0,09526760;-78,51837790;60;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;6/5/2023;ENCONTRADO;7/5/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25218820;-79,18793830;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;2/5/2023;ENCONTRADO;23/5/2023
PICHINCHA;-0,21820100;-78,43767180;60;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;7/5/2023;ENCONTRADO;8/5/2023
PICHINCHA;-0,11506570;-78,44600720;29;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;6/5/2023;ENCONTRADO;8/5/2023
PICHINCHA;-0,21882160;-78,51354890;12;HOMBRE;PROBLEMAS FAMILIARES;MALTRATO FISICO;4/8/2023;ENCONTRADO;7/8/2023
PICHINCHA;-0,26863670;-78,54008340;18;HOMBRE;SIN_DATO;SIN_DATO;16/2/2023;DESAPARECIDO;SIN_DATO
NAPO;-0,98597160;-77,81856810;48;MUJER;SIN_DATO;SIN_DATO;5/5/2023;DESAPARECIDO;SIN_DATO
ESMERALDAS;0,90497305;-79,69126461;27;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;2/6/2023;ENCONTRADO;16/6/2023
PICHINCHA;-0,32029800;-78,54616250;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;7/5/2023;ENCONTRADO;10/5/2023
PICHINCHA;-0,24204930;-78,52110790;27;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;2/6/2023;ENCONTRADO;4/7/2023
CHIMBORAZO;-1,64906674;-78,69061677;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;4/5/2023;ENCONTRADO;9/5/2023
COTOPAXI;-0,93972373;-78,60730939;16;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;7/4/2023;ENCONTRADO;9/4/2023
GUAYAS;-2,19959452;-79,88859245;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/6/2023;ENCONTRADO;13/6/2023
COTOPAXI;-0,92544460;-78,62030673;6;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/4/2023;ENCONTRADO;7/4/2023
SANTO DOMINGO DE LOS TSACHILAS;0,00687370;-79,38423143;14;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;6/4/2023;ENCONTRADO;6/4/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25895888;-79,18070545;40;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/3/2023;ENCONTRADO;11/4/2023
SANTA ELENA;-2,22726954;-80,90266186;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;28/2/2023;ENCONTRADO;11/4/2023
PICHINCHA;-0,30860020;-78,56182650;26;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;2/6/2023;ENCONTRADO;28/6/2023
LOJA;-3,98389960;-79,23758920;50;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;3/8/2023;ENCONTRADO;6/8/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25919634;-79,19594385;24;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/4/2023;ENCONTRADO;25/5/2023
ESMERALDAS;0,90063463;-79,69350827;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;9/4/2023;ENCONTRADO;26/7/2023
CARCHI;0,63403910;-77,73376280;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/4/2023;ENCONTRADO;11/4/2023
SUCUMBIOS;0,09918804;-76,88309669;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/4/2023;ENCONTRADO;10/5/2023
ORELLANA;-0,46167280;-76,99310740;15;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;3/4/2023;ENCONTRADO;11/4/2023
COTOPAXI;-1,03443261;-78,58218155;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/4/2023;ENCONTRADO;17/4/2023
SANTA ELENA;-2,24140200;-80,88738200;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/4/2023;ENCONTRADO;9/6/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,26012330;-79,17484670;32;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/1/2023;ENCONTRADO;7/4/2023
MORONA SANTIAGO;-2,30501622;-78,12276321;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;2/4/2023;ENCONTRADO;14/4/2023
PICHINCHA;-0,37734770;-78,55156476;21;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;4/8/2023;ENCONTRADO;5/8/2023
PICHINCHA;-0,28624110;-78,52622160;13;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;3/5/2023;ENCONTRADO;5/5/2023
LOS RIOS;-0,99433730;-79,47390400;15;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/4/2023;ENCONTRADO;18/4/2023
PICHINCHA;-0,20422848;-78,49187663;18;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;4/8/2023;ENCONTRADO;5/8/2023
LOS RIOS;-1,03956830;-79,45692170;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/4/2023;ENCONTRADO;18/4/2023
AZUAY;-2,91005600;-78,99233910;17;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/6/2023;ENCONTRADO;26/6/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,23133450;-79,17300180;5;MUJER;PROBLEMA ECÓNOMICOS;DEUDAS;26/3/2023;ENCONTRADO;18/5/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,23133450;-79,17300180;23;MUJER;PROBLEMA ECÓNOMICOS;DEUDAS;26/3/2023;ENCONTRADO;18/5/2023
CARCHI;0,59489490;-77,82815140;78;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;1/4/2023;ENCONTRADO;30/9/2023
PASTAZA;-1,48401750;-78,01030370;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/4/2023;ENCONTRADO;12/4/2023
PICHINCHA;-0,21069100;-78,39559860;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;12/4/2023;ENCONTRADO;13/4/2023
PICHINCHA;-0,16703620;-78,31878710;3;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;8/4/2023;ENCONTRADO;12/4/2023
PICHINCHA;-0,16703620;-78,31878710;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;8/4/2023;ENCONTRADO;12/4/2023
PICHINCHA;-0,17855910;-78,48890540;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/9/2023;ENCONTRADO;20/9/2023
GUAYAS;-2,24027910;-79,92206860;2;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/2/2023;ENCONTRADO;9/5/2023
ESMERALDAS;1,28171672;-78,83207797;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;9/5/2023;ENCONTRADO;10/5/2023
PICHINCHA;-0,09585900;-78,42846285;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;4/8/2023;ENCONTRADO;5/8/2023
PICHINCHA;-0,21069100;-78,39559860;15;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/8/2023;ENCONTRADO;6/8/2023
PICHINCHA;-0,21069100;-78,39559860;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/8/2023;ENCONTRADO;6/8/2023
GUAYAS;-2,19138810;-79,94547434;25;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/5/2023;ENCONTRADO;6/6/2023
PICHINCHA;-0,29492170;-78,56288970;13;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;15/5/2023;ENCONTRADO;19/5/2023
PICHINCHA;-0,27976770;-78,51496910;9;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/4/2023;ENCONTRADO;13/4/2023
GUAYAS;-2,13120408;-79,93819039;3;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/2/2023;ENCONTRADO;13/4/2023
GUAYAS;-2,21620510;-79,90212800;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;9/5/2023;ENCONTRADO;15/5/2023
PICHINCHA;-0,12431390;-78,36124500;47;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;30/5/2023;ENCONTRADO;1/6/2023
TUNGURAHUA;-1,39283440;-78,42687580;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;5/6/2023;ENCONTRADO;7/6/2023
SUCUMBIOS;-0,18591774;-76,64563825;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/9/2023;ENCONTRADO;25/9/2023
EL ORO;-3,48450719;-80,21504402;14;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/5/2023;ENCONTRADO;5/6/2023
GUAYAS;-2,12415982;-79,88230484;14;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/9/2023;ENCONTRADO;15/10/2023
GUAYAS;-2,20021153;-79,89489187;21;HOMBRE;SIN_DATO;SIN_DATO;14/9/2023;DESAPARECIDO;SIN_DATO
SANTA ELENA;-2,22675632;-80,90712368;28;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/5/2023;ENCONTRADO;7/6/2023
PICHINCHA;-0,15748210;-78,43681820;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;8/5/2023;ENCONTRADO;10/5/2023
GUAYAS;-2,13231860;-79,89268090;28;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;25/4/2023;ENCONTRADO;17/5/2023
LOJA;-3,99917219;-79,20109332;11;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/4/2023;ENCONTRADO;7/6/2023
PICHINCHA;-0,24825490;-78,51680030;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;29/5/2023;ENCONTRADO;27/6/2023
SANTA ELENA;-2,23813500;-80,90065822;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;6/6/2023;ENCONTRADO;8/6/2023
PICHINCHA;-0,11363244;-78,47889766;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/4/2023;ENCONTRADO;16/4/2023
SUCUMBIOS;0,08341458;-76,88651303;30;HOMBRE;SIN_DATO;SIN_DATO;5/5/2023;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-2,19860700;-78,84675790;54;HOMBRE;SIN_DATO;SIN_DATO;26/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,11809200;-78,47084800;30;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/8/2023;ENCONTRADO;6/8/2023
EL ORO;-3,26908290;-79,96133690;25;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;24/6/2023;ENCONTRADO;9/7/2023
SUCUMBIOS;0,09443626;-76,89862372;24;HOMBRE;SIN_DATO;SIN_DATO;1/7/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,09585900;-78,42846285;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;4/8/2023;ENCONTRADO;5/8/2023
EL ORO;-3,25600300;-79,86868100;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;12/7/2023;ENCONTRADO;31/7/2023
PICHINCHA;-0,24722690;-78,51755780;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/8/2023;ENCONTRADO;20/8/2023
GUAYAS;-2,10992750;-79,97497700;26;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;26/6/2023;ENCONTRADO;28/7/2023
MANABI;-1,64237350;-80,26558460;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;6/7/2023;ENCONTRADO;7/7/2023
GUAYAS;-2,11904520;-79,58337800;2;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/6/2023;ENCONTRADO;14/6/2023
ESMERALDAS;0,92298949;-79,65951329;5;HOMBRE;SIN_DATO;SIN_DATO;1/5/2023;DESAPARECIDO;SIN_DATO
ESMERALDAS;0,92298949;-79,65951329;3;HOMBRE;SIN_DATO;SIN_DATO;1/5/2023;DESAPARECIDO;SIN_DATO
ESMERALDAS;0,92298949;-79,65951329;7;MUJER;SIN_DATO;SIN_DATO;1/5/2023;DESAPARECIDO;SIN_DATO
AZUAY;-2,90012850;-79,00589650;2;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/5/2023;ENCONTRADO;8/6/2023
EL ORO;-3,26604290;-79,95491794;11;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/6/2023;ENCONTRADO;6/7/2023
GUAYAS;-2,12812231;-79,93466735;39;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;28/6/2023;ENCONTRADO;1/7/2023
PICHINCHA;-0,09201850;-78,49988740;16;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/6/2023;ENCONTRADO;1/7/2023
GUAYAS;-2,16901920;-79,80584070;28;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/5/2023;ENCONTRADO;7/6/2023
LOS RIOS;-1,55509607;-79,77586796;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/6/2023;ENCONTRADO;6/7/2023
CARCHI;0,83367142;-77,70783774;18;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;29/6/2023;ENCONTRADO;10/7/2023
ESMERALDAS;0,92551083;-79,65972937;15;MUJER;SIN_DATO;SIN_DATO;29/6/2023;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-1,67751421;-78,65860105;15;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;30/6/2023;ENCONTRADO;1/7/2023
GUAYAS;-2,17472919;-79,88659052;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/9/2023;ENCONTRADO;26/9/2023
IMBABURA;0,23430050;-78,26106720;14;MUJER;SIN_DATO;SIN_DATO;12/6/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,22141320;-79,91629590;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/6/2023;ENCONTRADO;1/7/2023
PICHINCHA;-0,32764400;-78,56735470;16;MUJER;SIN_DATO;SIN_DATO;2/7/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,02899210;-78,44774420;25;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;1/7/2023;ENCONTRADO;1/7/2023
PICHINCHA;-0,17029010;-78,48279030;15;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/6/2023;ENCONTRADO;1/7/2023
GUAYAS;-2,28365944;-79,88428285;40;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;12/6/2023;ENCONTRADO;2/7/2023
PICHINCHA;-0,08634780;-78,47138480;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/6/2023;ENCONTRADO;5/7/2023
EL ORO;-3,25847869;-79,94950220;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;21/9/2023;ENCONTRADO;22/9/2023
EL ORO;-3,25883529;-79,94956249;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;21/9/2023;ENCONTRADO;22/9/2023
PICHINCHA;-0,30465640;-78,56805940;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;30/6/2023;ENCONTRADO;1/7/2023
GUAYAS;-2,12639682;-79,88885529;79;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;27/6/2023;ENCONTRADO;2/7/2023
AZUAY;-2,95412520;-78,97769120;31;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;29/6/2023;ENCONTRADO;12/7/2023
PICHINCHA;-0,22075970;-78,50733360;15;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;30/6/2023;ENCONTRADO;4/7/2023
PICHINCHA;-0,25631080;-78,55309690;56;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/6/2023;ENCONTRADO;2/7/2023
GUAYAS;-2,23267130;-79,90594578;23;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;2/7/2023;ENCONTRADO;4/7/2023
PICHINCHA;-0,12240860;-78,46524830;33;HOMBRE;SIN_DATO;SIN_DATO;8/7/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,22211540;-78,52295730;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/6/2023;ENCONTRADO;2/7/2023
SUCUMBIOS;0,09360302;-76,90176487;4;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;31/5/2023;ENCONTRADO;9/6/2023
LOS RIOS;-0,97496780;-79,48163780;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/6/2023;ENCONTRADO;4/7/2023
GUAYAS;-2,09020013;-79,92768288;50;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;27/6/2023;ENCONTRADO;1/7/2023
AZUAY;-2,91862998;-78,84852371;16;MUJER;SIN_DATO;SIN_DATO;25/6/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,23321850;-78,53197430;76;HOMBRE;EXTRAVIADA;HOSPITALIZADO;1/7/2023;ENCONTRADO;2/7/2023
EL ORO;-3,47537836;-80,22658440;11;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/7/2023;ENCONTRADO;18/7/2023
PICHINCHA;-0,32794210;-78,54094160;22;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;15/5/2023;ENCONTRADO;20/8/2023
TUNGURAHUA;-1,23005440;-78,60218220;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/8/2023;ENCONTRADO;25/8/2023
GUAYAS;-2,17650280;-79,89618000;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;30/6/2023;ENCONTRADO;20/7/2023
GUAYAS;-2,13948710;-79,89839230;46;HOMBRE;FALLECIDO;NO DETERMINADA;6/7/2023;FALLECIDO;21/8/2023
PICHINCHA;-0,10015030;-78,51867420;22;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;1/7/2023;ENCONTRADO;3/7/2023
PICHINCHA;-0,25907150;-78,52917060;1;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/9/2023;ENCONTRADO;23/9/2023
PICHINCHA;-0,23202590;-78,33695540;5;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/7/2023;ENCONTRADO;20/8/2023
PICHINCHA;0,04031426;-78,24988942;24;HOMBRE;SIN_DATO;SIN_DATO;2/6/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,12787178;-79,92545491;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/6/2023;ENCONTRADO;14/7/2023
MANABI;-0,96022400;-80,81314800;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/6/2023;ENCONTRADO;30/6/2023
MANABI;-1,35256940;-80,58272720;25;HOMBRE;SIN_DATO;SIN_DATO;14/6/2023;DESAPARECIDO;SIN_DATO
